Task,Item,N,p,pbis,flag_p,flag_pbis
sre,sre_spanish_ai_73,26,1,NA,TRUE,FALSE
sre,sre_spanish_ai_74,24,0.792,-0.102,FALSE,TRUE
sre,sre_spanish_ai_75,20,0.85,-0.212,FALSE,TRUE
sre,sre_spanish_ai_76,23,0.913,0.284,TRUE,FALSE
sre,sre_spanish_ai_77,36,0.889,-0.048,FALSE,TRUE
sre,sre_spanish_ai_78,30,0.833,-0.425,FALSE,TRUE
sre,sre_spanish_ai_79,32,0.812,-0.204,FALSE,TRUE
sre,sre_spanish_ai_8,31,0.871,0.031,FALSE,TRUE
sre,sre_spanish_ai_80,34,0.853,-0.158,FALSE,TRUE
sre,sre_spanish_ai_81,34,0.824,-0.549,FALSE,TRUE
sre,sre_spanish_ai_82,32,0.906,-0.22,TRUE,TRUE
sre,sre_spanish_ai_83,30,0.833,-0.159,FALSE,TRUE
sre,sre_spanish_ai_84,26,0.923,0.027,TRUE,TRUE
sre,sre_spanish_ai_85,30,0.867,-0.069,FALSE,TRUE
sre,sre_spanish_ai_86,33,0.97,-0.01,TRUE,TRUE
sre,sre_spanish_ai_87,24,0.833,0.148,FALSE,TRUE
sre,sre_spanish_ai_88,39,0.897,-0.331,FALSE,TRUE
sre,sre_spanish_ai_89,30,0.9,-0.147,FALSE,TRUE
sre,sre_spanish_ai_9,29,0.828,0.047,FALSE,TRUE
sre,sre_spanish_ai_90,28,0.893,-0.1,FALSE,TRUE
sre,sre_spanish_ai_91,37,0.865,-0.091,FALSE,TRUE
sre,sre_spanish_ai_92,25,0.8,0.024,FALSE,TRUE
sre,sre_spanish_ai_93,36,0.861,-0.443,FALSE,TRUE
sre,sre_spanish_ai_94,19,0.947,0.141,TRUE,TRUE
sre,sre_spanish_ai_95,30,0.667,0.292,FALSE,FALSE
sre,sre_spanish_ai_96,25,0.8,-0.133,FALSE,TRUE
sre,sre_spanish_ai_97,35,0.857,-0.176,FALSE,TRUE
sre,sre_spanish_ai_98,28,0.75,-0.05,FALSE,TRUE
sre,sre_spanish_ai_99,32,0.844,-0.133,FALSE,TRUE
sre,sre_spanish_lab_1,31,0.871,-0.147,FALSE,TRUE
sre,sre_spanish_lab_10,42,0.857,0.115,FALSE,TRUE
sre,sre_spanish_lab_100,29,0.931,-0.201,TRUE,TRUE
sre,sre_spanish_lab_101,26,0.923,-0.236,TRUE,TRUE
sre,sre_spanish_lab_102,23,0.826,0.038,FALSE,TRUE
sre,sre_spanish_lab_103,30,0.9,-0.017,FALSE,TRUE
sre,sre_spanish_lab_104,26,0.962,0.269,TRUE,FALSE
sre,sre_spanish_lab_105,24,0.875,-0.038,FALSE,TRUE
sre,sre_spanish_lab_106,27,0.889,-0.107,FALSE,TRUE
sre,sre_spanish_lab_107,33,0.848,0.175,FALSE,TRUE
sre,sre_spanish_lab_108,31,0.806,-0.119,FALSE,TRUE
sre,sre_spanish_lab_109,32,0.844,0.116,FALSE,TRUE
sre,sre_spanish_lab_11,28,0.893,-0.086,FALSE,TRUE
sre,sre_spanish_lab_110,27,0.815,-0.158,FALSE,TRUE
sre,sre_spanish_lab_111,31,0.871,0.091,FALSE,TRUE
sre,sre_spanish_lab_112,33,0.848,-0.131,FALSE,TRUE
sre,sre_spanish_lab_113,24,0.917,0.05,TRUE,TRUE
sre,sre_spanish_lab_114,18,0.889,0.23,FALSE,FALSE
sre,sre_spanish_lab_115,31,0.871,-0.118,FALSE,TRUE
sre,sre_spanish_lab_116,41,0.854,0.145,FALSE,TRUE
sre,sre_spanish_lab_12,29,0.931,-0.219,TRUE,TRUE
sre,sre_spanish_lab_13,32,0.938,0.05,TRUE,TRUE
sre,sre_spanish_lab_14,30,0.933,-0.147,TRUE,TRUE
sre,sre_spanish_lab_15,33,0.727,-0.243,FALSE,TRUE
sre,sre_spanish_lab_16,28,0.821,-0.053,FALSE,TRUE
sre,sre_spanish_lab_17,35,0.714,0.292,FALSE,FALSE
sre,sre_spanish_lab_18,29,0.828,-0.171,FALSE,TRUE
sre,sre_spanish_lab_19,25,0.84,0.191,FALSE,TRUE
sre,sre_spanish_lab_2,33,0.97,-0.359,TRUE,TRUE
sre,sre_spanish_lab_20,31,0.903,-0.274,TRUE,TRUE
sre,sre_spanish_lab_21,33,0.848,-0.444,FALSE,TRUE
sre,sre_spanish_lab_22,25,0.8,-0.239,FALSE,TRUE
sre,sre_spanish_lab_23,35,0.943,0.069,TRUE,TRUE
sre,sre_spanish_lab_24,23,0.913,0.504,TRUE,FALSE
sre,sre_spanish_lab_25,34,0.882,-0.069,FALSE,TRUE
sre,sre_spanish_lab_26,47,0.872,-0.03,FALSE,TRUE
sre,sre_spanish_lab_27,30,0.833,0.06,FALSE,TRUE
sre,sre_spanish_lab_28,32,0.938,-0.119,TRUE,TRUE
sre,sre_spanish_lab_29,29,0.897,0.085,FALSE,TRUE
sre,sre_spanish_lab_3,36,0.889,-0.173,FALSE,TRUE
sre,sre_spanish_lab_30,29,0.862,0.039,FALSE,TRUE
sre,sre_spanish_lab_31,37,0.919,-0.306,TRUE,TRUE
sre,sre_spanish_lab_32,35,0.914,0.08,TRUE,TRUE
sre,sre_spanish_lab_33,24,0.875,0.216,FALSE,FALSE
sre,sre_spanish_lab_34,31,0.871,-0.523,FALSE,TRUE
sre,sre_spanish_lab_35,30,0.933,0.228,TRUE,FALSE
sre,sre_spanish_lab_36,33,0.848,-0.033,FALSE,TRUE
sre,sre_spanish_lab_37,31,0.903,-0.484,TRUE,TRUE
sre,sre_spanish_lab_38,28,0.75,-0.052,FALSE,TRUE
sre,sre_spanish_lab_39,23,0.783,-0.235,FALSE,TRUE
sre,sre_spanish_lab_4,30,0.767,-0.006,FALSE,TRUE
sre,sre_spanish_lab_40,29,0.897,0.336,FALSE,FALSE
sre,sre_spanish_lab_41,26,0.808,-0.004,FALSE,TRUE
sre,sre_spanish_lab_42,18,0.889,-0.145,FALSE,TRUE
sre,sre_spanish_lab_43,37,0.838,-0.041,FALSE,TRUE
sre,sre_spanish_lab_44,32,0.875,-0.069,FALSE,TRUE
sre,sre_spanish_lab_45,23,0.565,0.032,FALSE,TRUE
sre,sre_spanish_lab_46,21,0.762,-0.056,FALSE,TRUE
sre,sre_spanish_lab_47,32,0.938,-0.04,TRUE,TRUE
sre,sre_spanish_lab_48,32,0.812,0.167,FALSE,TRUE
sre,sre_spanish_lab_49,27,0.741,0.036,FALSE,TRUE
sre,sre_spanish_lab_5,26,0.808,0.016,FALSE,TRUE
sre,sre_spanish_lab_50,26,0.962,0.145,TRUE,TRUE
sre,sre_spanish_lab_51,25,0.92,-0.399,TRUE,TRUE
sre,sre_spanish_lab_52,40,0.9,0.042,FALSE,TRUE
sre,sre_spanish_lab_53,28,0.929,-0.226,TRUE,TRUE
sre,sre_spanish_lab_54,34,0.647,-0.113,FALSE,TRUE
sre,sre_spanish_lab_55,27,0.926,-0.079,TRUE,TRUE
sre,sre_spanish_lab_56,30,0.867,0.075,FALSE,TRUE
sre,sre_spanish_lab_57,26,0.654,0.142,FALSE,TRUE
sre,sre_spanish_lab_58,22,0.864,0.005,FALSE,TRUE
sre,sre_spanish_lab_59,19,0.789,-0.179,FALSE,TRUE
sre,sre_spanish_lab_6,29,0.931,0.042,TRUE,TRUE
sre,sre_spanish_lab_60,24,0.833,0.334,FALSE,FALSE
sre,sre_spanish_lab_61,31,0.871,-0.096,FALSE,TRUE
sre,sre_spanish_lab_62,21,0.714,-0.174,FALSE,TRUE
sre,sre_spanish_lab_63,27,0.778,0.157,FALSE,TRUE
sre,sre_spanish_lab_64,25,0.92,0.036,TRUE,TRUE
sre,sre_spanish_lab_65,19,0.737,-0.142,FALSE,TRUE
sre,sre_spanish_lab_66,32,0.75,0.086,FALSE,TRUE
sre,sre_spanish_lab_67,27,0.963,0.253,TRUE,FALSE
sre,sre_spanish_lab_68,33,0.97,-0.093,TRUE,TRUE
sre,sre_spanish_lab_69,31,0.839,-0.094,FALSE,TRUE
sre,sre_spanish_lab_7,32,0.844,0.186,FALSE,TRUE
sre,sre_spanish_lab_70,30,0.867,-0.493,FALSE,TRUE
sre,sre_spanish_lab_71,29,0.862,-0.225,FALSE,TRUE
sre,sre_spanish_lab_72,29,0.897,0.202,FALSE,FALSE
sre,sre_spanish_lab_73,32,0.625,0.218,FALSE,FALSE
sre,sre_spanish_lab_74,22,0.727,-0.016,FALSE,TRUE
sre,sre_spanish_lab_75,27,0.815,-0.335,FALSE,TRUE
sre,sre_spanish_lab_76,24,0.875,0.492,FALSE,FALSE
sre,sre_spanish_lab_77,20,0.6,-0.163,FALSE,TRUE
sre,sre_spanish_lab_78,31,0.774,0.028,FALSE,TRUE
sre,sre_spanish_lab_79,35,0.857,-0.057,FALSE,TRUE
sre,sre_spanish_lab_8,31,0.839,0.051,FALSE,TRUE
sre,sre_spanish_lab_80,30,0.867,-0.087,FALSE,TRUE
sre,sre_spanish_lab_81,32,0.812,0.034,FALSE,TRUE
sre,sre_spanish_lab_82,34,0.941,0.213,TRUE,FALSE
sre,sre_spanish_lab_83,31,0.742,0.207,FALSE,FALSE
sre,sre_spanish_lab_84,27,0.926,0.127,TRUE,TRUE
sre,sre_spanish_lab_85,30,0.767,-0.64,FALSE,TRUE
sre,sre_spanish_lab_86,19,0.789,-0.31,FALSE,TRUE
sre,sre_spanish_lab_87,27,0.926,-0.503,TRUE,TRUE
sre,sre_spanish_lab_88,30,0.967,-0.113,TRUE,TRUE
sre,sre_spanish_lab_89,28,0.857,0.257,FALSE,FALSE
sre,sre_spanish_lab_9,25,0.96,0.012,TRUE,TRUE
sre,sre_spanish_lab_90,29,0.828,0.025,FALSE,TRUE
sre,sre_spanish_lab_91,32,0.875,0.045,FALSE,TRUE
sre,sre_spanish_lab_92,24,0.958,-0.08,TRUE,TRUE
sre,sre_spanish_lab_93,31,0.935,-0.005,TRUE,TRUE
sre,sre_spanish_lab_94,28,0.857,-0.063,FALSE,TRUE
sre,sre_spanish_lab_95,31,0.742,0.058,FALSE,TRUE
sre,sre_spanish_lab_96,24,0.5,-0.226,FALSE,TRUE
sre,sre_spanish_lab_97,31,0.935,0.109,TRUE,TRUE
sre,sre_spanish_lab_98,30,0.733,0.204,FALSE,FALSE
sre,sre_spanish_lab_99,27,0.778,-0.412,FALSE,TRUE
sre,sre_uzh_1,24,0.958,-0.1,TRUE,TRUE
sre,sre_uzh_10,31,0.903,0.332,TRUE,FALSE
sre,sre_uzh_100,28,1,NA,TRUE,FALSE
sre,sre_uzh_101,24,1,NA,TRUE,FALSE
sre,sre_uzh_102,23,0.87,-0.045,FALSE,TRUE
sre,sre_uzh_103,28,0.929,0.087,TRUE,TRUE
sre,sre_uzh_104,36,0.889,0.065,FALSE,TRUE
sre,sre_uzh_105,28,0.893,0.344,FALSE,FALSE
sre,sre_uzh_106,24,1,NA,TRUE,FALSE
sre,sre_uzh_107,27,0.963,-0.108,TRUE,TRUE
sre,sre_uzh_108,23,0.913,-0.12,TRUE,TRUE
sre,sre_uzh_109,31,0.903,-0.059,TRUE,TRUE
sre,sre_uzh_11,31,0.968,0.007,TRUE,TRUE
sre,sre_uzh_110,28,0.964,0.32,TRUE,FALSE
sre,sre_uzh_111,35,0.943,0.274,TRUE,FALSE
sre,sre_uzh_112,28,0.964,0.141,TRUE,TRUE
sre,sre_uzh_113,34,0.912,0.18,TRUE,TRUE
sre,sre_uzh_114,28,0.821,0.178,FALSE,TRUE
sre,sre_uzh_115,33,0.848,0.11,FALSE,TRUE
sre,sre_uzh_116,29,0.897,0.154,FALSE,TRUE
sre,sre_uzh_117,32,1,NA,TRUE,FALSE
sre,sre_uzh_118,27,0.519,-0.185,FALSE,TRUE
sre,sre_uzh_119,30,0.933,-0.088,TRUE,TRUE
sre,sre_uzh_12,26,0.769,-0.244,FALSE,TRUE
sre,sre_uzh_120,29,0.931,-0.231,TRUE,TRUE
sre,sre_uzh_121,22,0.955,0.025,TRUE,TRUE
sre,sre_uzh_122,29,0.897,0.293,FALSE,FALSE
sre,sre_uzh_123,24,0.917,0.091,TRUE,TRUE
sre,sre_uzh_124,32,0.812,0.004,FALSE,TRUE
sre,sre_uzh_125,26,0.923,-0.029,TRUE,TRUE
sre,sre_uzh_126,23,1,NA,TRUE,FALSE
sre,sre_uzh_127,29,0.966,0.357,TRUE,FALSE
sre,sre_uzh_128,34,0.941,0.179,TRUE,TRUE
sre,sre_uzh_129,33,0.879,0.21,FALSE,FALSE
sre,sre_uzh_13,25,0.96,0.013,TRUE,TRUE
sre,sre_uzh_130,37,1,NA,TRUE,FALSE
sre,sre_uzh_131,31,0.935,-0.081,TRUE,TRUE
sre,sre_uzh_132,32,0.875,0.085,FALSE,TRUE
sre,sre_uzh_133,23,0.87,-0.003,FALSE,TRUE
sre,sre_uzh_134,32,0.906,-0.021,TRUE,TRUE
sre,sre_uzh_135,32,0.938,0.115,TRUE,TRUE
sre,sre_uzh_136,32,0.938,-0.059,TRUE,TRUE
sre,sre_uzh_137,33,0.848,0.13,FALSE,TRUE
sre,sre_uzh_138,24,0.958,0.413,TRUE,FALSE
sre,sre_uzh_139,26,0.923,0.242,TRUE,FALSE
sre,sre_uzh_14,38,0.974,0.234,TRUE,FALSE
sre,sre_uzh_140,35,0.914,0.062,TRUE,TRUE
sre,sre_uzh_141,22,0.773,-0.117,FALSE,TRUE
sre,sre_uzh_142,29,0.966,0.149,TRUE,TRUE
sre,sre_uzh_143,27,0.889,-0.037,FALSE,TRUE
sre,sre_uzh_144,17,0.941,0.218,TRUE,FALSE
sre,sre_uzh_145,34,0.882,-0.282,FALSE,TRUE
sre,sre_uzh_146,32,0.906,0.259,TRUE,FALSE
sre,sre_uzh_147,30,0.867,0.334,FALSE,FALSE
sre,sre_uzh_148,27,0.963,0.04,TRUE,TRUE
sre,sre_uzh_149,33,0.97,-0.046,TRUE,TRUE
sre,sre_uzh_15,29,0.897,0.198,FALSE,TRUE
sre,sre_uzh_150,30,0.933,0.089,TRUE,TRUE
sre,sre_uzh_151,34,0.882,0.171,FALSE,TRUE
sre,sre_uzh_152,22,0.955,-0.052,TRUE,TRUE
sre,sre_uzh_153,21,0.905,0.31,TRUE,FALSE
sre,sre_uzh_154,29,0.931,-0.166,TRUE,TRUE
sre,sre_uzh_155,35,1,NA,TRUE,FALSE
sre,sre_uzh_156,20,0.95,0.187,TRUE,TRUE
sre,sre_uzh_157,39,0.949,0.059,TRUE,TRUE
sre,sre_uzh_158,26,0.885,0.071,FALSE,TRUE
sre,sre_uzh_159,31,0.968,-0.013,TRUE,TRUE
sre,sre_uzh_16,31,0.968,0.107,TRUE,TRUE
sre,sre_uzh_160,28,0.929,-0.057,TRUE,TRUE
sre,sre_uzh_161,41,0.902,-0.096,TRUE,TRUE
sre,sre_uzh_162,30,0.933,-0.035,TRUE,TRUE
sre,sre_uzh_163,31,0.935,0.137,TRUE,TRUE
sre,sre_uzh_164,31,0.871,0.335,FALSE,FALSE
sre,sre_uzh_165,31,0.935,-0.103,TRUE,TRUE
sre,sre_uzh_166,24,0.958,0.358,TRUE,FALSE
sre,sre_uzh_167,15,0.933,0.505,TRUE,FALSE
sre,sre_uzh_168,25,0.88,-0.022,FALSE,TRUE
sre,sre_uzh_169,29,0.931,-0.005,TRUE,TRUE
sre,sre_uzh_17,27,1,NA,TRUE,FALSE
sre,sre_uzh_170,25,0.96,0.135,TRUE,TRUE
sre,sre_uzh_171,34,0.971,0.021,TRUE,TRUE
sre,sre_uzh_172,31,0.935,0.18,TRUE,TRUE
sre,sre_uzh_173,26,0.962,-0.148,TRUE,TRUE
sre,sre_uzh_174,28,0.964,0.239,TRUE,FALSE
sre,sre_uzh_175,26,0.962,0.081,TRUE,TRUE
sre,sre_uzh_176,31,0.742,0.251,FALSE,FALSE
sre,sre_uzh_177,25,0.88,0.17,FALSE,TRUE
sre,sre_uzh_178,27,0.889,-0.072,FALSE,TRUE
sre,sre_uzh_179,35,0.971,0.015,TRUE,TRUE
sre,sre_uzh_18,32,0.969,-0.028,TRUE,TRUE
sre,sre_uzh_180,22,1,NA,TRUE,FALSE
sre,sre_uzh_181,27,0.926,-0.076,TRUE,TRUE
sre,sre_uzh_182,24,0.917,0.049,TRUE,TRUE
sre,sre_uzh_183,34,0.941,0.082,TRUE,TRUE
sre,sre_uzh_184,29,0.897,-0.038,FALSE,TRUE
sre,sre_uzh_185,24,1,NA,TRUE,FALSE
sre,sre_uzh_186,33,0.97,0.092,TRUE,TRUE
sre,sre_uzh_187,24,0.917,-0.055,TRUE,TRUE
sre,sre_uzh_188,31,1,NA,TRUE,FALSE
sre,sre_uzh_189,32,0.906,-0.055,TRUE,TRUE
sre,sre_uzh_19,28,0.893,0.211,FALSE,FALSE
sre,sre_uzh_190,30,0.967,-0.13,TRUE,TRUE
sre,sre_uzh_191,24,0.958,0.027,TRUE,TRUE
sre,sre_uzh_192,28,0.964,-0.019,TRUE,TRUE
sre,sre_uzh_193,22,0.909,-0.116,TRUE,TRUE
sre,sre_uzh_194,22,0.909,-0.197,TRUE,TRUE
sre,sre_uzh_195,17,0.941,0.428,TRUE,FALSE
sre,sre_uzh_196,24,0.875,0.002,FALSE,TRUE
sre,sre_uzh_197,19,0.947,-0.066,TRUE,TRUE
sre,sre_uzh_198,33,0.939,0.371,TRUE,FALSE
sre,sre_uzh_199,25,0.88,0.442,FALSE,FALSE
sre,sre_uzh_2,23,1,NA,TRUE,FALSE
sre,sre_uzh_20,23,0.913,0.051,TRUE,TRUE
sre,sre_uzh_200,30,0.867,-0.174,FALSE,TRUE
sre,sre_uzh_21,29,1,NA,TRUE,FALSE
sre,sre_uzh_22,25,0.92,-0.011,TRUE,TRUE
sre,sre_uzh_23,26,0.846,0.047,FALSE,TRUE
sre,sre_uzh_24,32,0.906,0.355,TRUE,FALSE
sre,sre_uzh_25,33,0.97,-0.161,TRUE,TRUE
sre,sre_uzh_26,36,1,NA,TRUE,FALSE
sre,sre_uzh_27,31,0.935,-0.129,TRUE,TRUE
sre,sre_uzh_28,31,0.935,0.062,TRUE,TRUE
sre,sre_uzh_29,39,0.872,0.332,FALSE,FALSE
sre,sre_uzh_3,32,0.844,-0.137,FALSE,TRUE
sre,sre_uzh_30,30,0.967,0.013,TRUE,TRUE
sre,sre_uzh_31,34,0.941,-0.108,TRUE,TRUE
sre,sre_uzh_32,31,0.903,0.089,TRUE,TRUE
sre,sre_uzh_33,33,1,NA,TRUE,FALSE
sre,sre_uzh_34,26,1,NA,TRUE,FALSE
sre,sre_uzh_35,23,1,NA,TRUE,FALSE
sre,sre_uzh_36,26,0.962,0.126,TRUE,TRUE
sre,sre_uzh_37,32,0.969,-0.073,TRUE,TRUE
sre,sre_uzh_38,31,0.968,-0.013,TRUE,TRUE
sre,sre_uzh_39,20,0.75,0.489,FALSE,FALSE
sre,sre_uzh_4,37,0.054,0.049,TRUE,TRUE
sre,sre_uzh_40,33,0.879,-0.108,FALSE,TRUE
sre,sre_uzh_41,32,0.938,-0.09,TRUE,TRUE
sre,sre_uzh_42,28,0.964,0.099,TRUE,TRUE
sre,sre_uzh_43,35,0.971,-0.064,TRUE,TRUE
sre,sre_uzh_44,29,1,NA,TRUE,FALSE
sre,sre_uzh_45,28,0.75,-0.245,FALSE,TRUE
sre,sre_uzh_46,28,1,NA,TRUE,FALSE
sre,sre_uzh_47,27,0.963,-0.19,TRUE,TRUE
sre,sre_uzh_48,32,0.938,0.179,TRUE,TRUE
sre,sre_uzh_49,40,0.875,0.287,FALSE,FALSE
sre,sre_uzh_5,23,0.826,-0.042,FALSE,TRUE
sre,sre_uzh_50,28,0.821,-0.351,FALSE,TRUE
sre,sre_uzh_51,40,0.9,0.459,FALSE,FALSE
sre,sre_uzh_52,29,1,NA,TRUE,FALSE
sre,sre_uzh_53,26,0.769,0.187,FALSE,TRUE
sre,sre_uzh_54,23,0.913,0.376,TRUE,FALSE
sre,sre_uzh_55,16,0.938,-0.352,TRUE,TRUE
sre,sre_uzh_56,27,1,NA,TRUE,FALSE
sre,sre_uzh_57,33,1,NA,TRUE,FALSE
sre,sre_uzh_58,35,0.886,-0.205,FALSE,TRUE
sre,sre_uzh_59,29,0.897,0.129,FALSE,TRUE
sre,sre_uzh_6,29,0.931,-0.01,TRUE,TRUE
sre,sre_uzh_60,27,1,NA,TRUE,FALSE
sre,sre_uzh_61,29,0.966,-0.051,TRUE,TRUE
sre,sre_uzh_62,29,0.966,0.004,TRUE,TRUE
sre,sre_uzh_63,30,0.933,-0.188,TRUE,TRUE
sre,sre_uzh_64,26,0.885,0.042,FALSE,TRUE
sre,sre_uzh_65,21,0.857,-0.161,FALSE,TRUE
sre,sre_uzh_66,23,0.87,0.234,FALSE,FALSE
sre,sre_uzh_67,30,0.967,-0.051,TRUE,TRUE
sre,sre_uzh_68,27,0.704,0.213,FALSE,FALSE
sre,sre_uzh_69,32,0.938,-0.36,TRUE,TRUE
sre,sre_uzh_7,27,0.926,0.155,TRUE,TRUE
sre,sre_uzh_70,28,0.929,-0.032,TRUE,TRUE
sre,sre_uzh_71,29,0.931,0.12,TRUE,TRUE
sre,sre_uzh_72,37,0.649,0.288,FALSE,FALSE
sre,sre_uzh_73,31,1,NA,TRUE,FALSE
sre,sre_uzh_74,29,1,NA,TRUE,FALSE
sre,sre_uzh_75,29,0.966,-0.065,TRUE,TRUE
sre,sre_uzh_76,26,0.923,0.149,TRUE,TRUE
sre,sre_uzh_77,30,0.933,0.269,TRUE,FALSE
sre,sre_uzh_78,30,0.933,-0.015,TRUE,TRUE
sre,sre_uzh_79,35,0.829,0.343,FALSE,FALSE
sre,sre_uzh_8,32,0.969,0.242,TRUE,FALSE
sre,sre_uzh_80,38,0.921,0.11,TRUE,TRUE
sre,sre_uzh_81,35,1,NA,TRUE,FALSE
sre,sre_uzh_82,25,0.92,-0.015,TRUE,TRUE
sre,sre_uzh_83,25,1,NA,TRUE,FALSE
sre,sre_uzh_84,23,0.783,0.255,FALSE,FALSE
sre,sre_uzh_85,22,0.955,0.157,TRUE,TRUE
sre,sre_uzh_86,24,1,NA,TRUE,FALSE
sre,sre_uzh_87,27,0.889,-0.106,FALSE,TRUE
sre,sre_uzh_88,24,1,NA,TRUE,FALSE
sre,sre_uzh_89,26,0.962,0.086,TRUE,TRUE
sre,sre_uzh_9,27,1,NA,TRUE,FALSE
sre,sre_uzh_90,32,0.906,0.133,TRUE,TRUE
sre,sre_uzh_91,27,0.926,0.1,TRUE,TRUE
sre,sre_uzh_92,34,0.941,-0.119,TRUE,TRUE
sre,sre_uzh_93,26,0.885,0.224,FALSE,FALSE
sre,sre_uzh_94,29,0.931,-0.087,TRUE,TRUE
sre,sre_uzh_95,29,0.966,-0.176,TRUE,TRUE
sre,sre_uzh_96,31,0.968,-0.074,TRUE,TRUE
sre,sre_uzh_97,33,0.909,0.008,TRUE,TRUE
sre,sre_uzh_98,24,1,NA,TRUE,FALSE
sre,sre_uzh_99,32,0.938,-0.044,TRUE,TRUE
swr,swr_A_bnistieked,126,0.873,0.1,FALSE,TRUE
swr,swr_Achkon,21,0.714,0.248,FALSE,FALSE
swr,swr_Adge,19,0.947,-0.023,TRUE,TRUE
swr,swr_Affe,14,1,NA,TRUE,FALSE
swr,swr_Ampne,24,1,NA,TRUE,FALSE
swr,swr_Apfel,19,1,NA,TRUE,FALSE
swr,swr_Apotheke,17,0.824,0.442,FALSE,FALSE
swr,swr_Astronautin,14,0.714,0.359,FALSE,FALSE
swr,swr_Auge,127,0.961,-0.026,TRUE,TRUE
swr,swr_Auto,16,0.938,0.066,TRUE,TRUE
swr,swr_Baht,23,0.783,0.548,FALSE,FALSE
swr,swr_Ball,12,1,NA,TRUE,FALSE
swr,swr_Banane,11,0.818,0.387,FALSE,FALSE
swr,swr_Baum,14,0.929,-0.154,TRUE,TRUE
swr,swr_Bein,22,0.955,-0.099,TRUE,TRUE
swr,swr_Belm,18,0.778,0.527,FALSE,FALSE
swr,swr_Berg,12,1,NA,TRUE,FALSE
swr,swr_Bibliothek,15,0.867,0.514,FALSE,FALSE
swr,swr_Biene,15,0.933,0.742,TRUE,FALSE
swr,swr_Bipliotrof,15,1,NA,TRUE,FALSE
swr,swr_Blume,13,0.923,0.051,TRUE,TRUE
swr,swr_Bof,23,1,NA,TRUE,FALSE
swr,swr_Brabne,16,0.875,0.381,FALSE,FALSE
swr,swr_Brot,14,1,NA,TRUE,FALSE
swr,swr_Brücke,16,0.938,0.128,TRUE,TRUE
swr,swr_Buchstabe,14,0.929,-0.017,TRUE,TRUE
swr,swr_Bär,20,0.95,0.694,TRUE,FALSE
swr,swr_Bür,19,1,NA,TRUE,FALSE
swr,swr_Cacht,25,1,NA,TRUE,FALSE
swr,swr_Dacht,14,0.786,-0.078,FALSE,TRUE
swr,swr_Dade,127,0.913,0.466,TRUE,FALSE
swr,swr_Dahl,26,0.962,-0.033,TRUE,TRUE
swr,swr_Dampfschifffahrt,17,0.706,0.724,FALSE,FALSE
swr,swr_Danchschitzgahrt,18,0.611,0.124,FALSE,TRUE
swr,swr_Dinosaurier,13,0.846,0.604,FALSE,FALSE
swr,swr_Dorten,123,0.854,0.365,FALSE,FALSE
swr,swr_Dosel,24,0.708,0.553,FALSE,FALSE
swr,swr_Drachen,14,0.929,0.501,TRUE,FALSE
swr,swr_Dräkke,20,0.85,0.833,FALSE,FALSE
swr,swr_Düotene,19,0.895,0.413,FALSE,FALSE
swr,swr_Eis,17,1,NA,TRUE,FALSE
swr,swr_Elefant,19,0.947,0.085,TRUE,TRUE
swr,swr_Elehähn,17,0.824,0.097,FALSE,TRUE
swr,swr_Erde,16,0.938,0.567,TRUE,FALSE
swr,swr_Esprofautin,15,0.8,0.265,FALSE,FALSE
swr,swr_Ethbange,16,0.938,0.705,TRUE,FALSE
swr,swr_Eule,18,0.944,0.318,TRUE,FALSE
swr,swr_Fantasie,10,0.8,0.143,FALSE,TRUE
swr,swr_Farbe,21,1,NA,TRUE,FALSE
swr,swr_Fazagie,14,1,NA,TRUE,FALSE
swr,swr_Febenvögen,126,0.762,0.156,FALSE,TRUE
swr,swr_Fernseher,14,1,NA,TRUE,FALSE
swr,swr_Feschrondigseit,14,0.714,0.639,FALSE,FALSE
swr,swr_Feuersamm,20,0.55,0.391,FALSE,FALSE
swr,swr_Feuerwehr,26,0.923,0.599,TRUE,FALSE
swr,swr_Fibahre,19,0.842,0.679,FALSE,FALSE
swr,swr_Firrt,15,0.933,0.148,TRUE,TRUE
swr,swr_Fisch,22,1,NA,TRUE,FALSE
swr,swr_Flasche,126,0.921,0.401,TRUE,FALSE
swr,swr_Flugzeug,14,0.929,0.739,TRUE,FALSE
swr,swr_Folf,14,0.714,0.725,FALSE,FALSE
swr,swr_Frau,11,1,NA,TRUE,FALSE
swr,swr_Frelzs,17,0.824,0.371,FALSE,FALSE
swr,swr_Freund,21,1,NA,TRUE,FALSE
swr,swr_Frielzerl,26,0.731,0.749,FALSE,FALSE
swr,swr_Frohlt,13,0.846,0.498,FALSE,FALSE
swr,swr_Frosch,20,1,NA,TRUE,FALSE
swr,swr_Fudel,126,0.905,0.274,TRUE,FALSE
swr,swr_Galost,22,0.864,0.536,FALSE,FALSE
swr,swr_Galyrillt,16,1,NA,TRUE,FALSE
swr,swr_Garten,127,0.945,0.44,TRUE,FALSE
swr,swr_Geheimnis,125,0.92,0.223,TRUE,FALSE
swr,swr_Geheithas,125,0.792,0.39,FALSE,FALSE
swr,swr_Geschwindigkeit,23,0.957,0.479,TRUE,FALSE
swr,swr_Giche,13,1,NA,TRUE,FALSE
swr,swr_Giraffe,17,0.941,0.83,TRUE,FALSE
swr,swr_Gitarre,14,0.857,0.526,FALSE,FALSE
swr,swr_Goldfisch,19,0.947,0.539,TRUE,FALSE
swr,swr_Gormbisch,23,0.87,0.212,FALSE,FALSE
